Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats
295,50,53,56,82,54,9,10,11,1994,421
360,50,83,80,73,74,10,15,11,1910,394
346,82,71,44,84,65,9,15,11,1898,396
359,81,65,53,83,77,11,6,10,2059,422
81,15,12,14,27,13,72,77,83,1240,435
319,77,72,30,76,64,15,7,10,2001,423
347,76,58,60,82,71,6,9,10,2151,450
369,69,77,58,81,84,11,10,10,2130,447
326,63,53,74,80,56,9,14,9,2007,425
330,70,55,75,80,50,16,6,12,2068,423
352,89,70,57,85,51,10,15,15,2115,428
261,39,38,84,69,31,15,10,6,1657,352
293,78,27,60,75,53,9,8,14,2046,422
328,82,61,66,75,44,7,6,15,2083,444
368,78,73,70,73,74,13,12,7,1954,421
255,51,22,78,73,31,12,12,8,1776,376
70,9,12,12,26,11,71,78,82,1163,421
356,68,67,74,80,67,14,15,15,2167,453
363,92,74,36,85,76,10,15,16,1963,403
370,67,80,72,75,76,7,8,7,2097,441
334,79,75,43,79,58,15,8,14,1933,409
361,83,77,47,79,75,13,7,11,2083,439
334,83,54,68,77,52,8,8,13,2071,437
361,72,73,55,85,76,15,13,7,2077,437
367,77,69,64,85,72,11,8,9,2148,443
326,73,41,82,81,49,9,10,14,1973,412
92,20,15,16,28,13,67,76,79,1260,426
368,75,77,65,76,75,8,14,16,1982,423
103,16,16,14,38,19,76,79,80,1250,428
350,81,72,42,85,70,11,7,15,2058,429
381,74,85,68,75,79,8,10,10,1979,413
360,78,61,69,79,73,15,14,5,2112,440
367,69,82,66,78,72,7,11,12,1977,410
352,65,69,75,81,62,10,8,10,2139,460
327,78,70,39,80,60,6,9,9,2118,454
378,71,80,76,74,77,10,8,11,1959,423
356,74,58,73,82,69,8,14,12,2109,440
325,81,57,70,79,38,16,10,14,2018,429
327,65,51,74,81,56,10,12,8,1934,400
365,78,78,69,79,61,15,16,15,1926,391
281,57,37,89,72,26,10,13,16,1808,397
350,71,70,63,82,64,15,9,8,2139,447
377,75,77,65,77,83,5,5,3,1986,428
325,82,46,77,78,42,10,16,13,2005,419
302,52,54,82,65,49,16,15,15,1800,394
265,59,36,79,62,29,12,10,14,1798,384
356,59,67,82,82,66,6,15,8,1991,409
355,50,82,75,68,80,10,11,11,1874,397
351,63,77,54,79,78,14,7,12,2029,435
322,59,50,78,80,55,16,16,13,1878,391
380,61,81,87,77,74,11,11,8,1870,400
88,14,12,8,41,13,68,79,84,1182,421
390,68,85,85,77,75,9,16,8,2028,421
348,78,67,60,75,68,10,10,8,1947,413
376,84,73,60,83,76,10,15,12,2066,419
343,79,67,57,80,60,14,6,8,1906,403
369,70,70,75,78,76,6,7,9,2092,435
340,72,54,68,82,64,11,10,8,2130,462
373,81,73,68,78,73,7,6,13,2067,441
301,59,54,77,78,33,12,9,14,1857,412
360,81,56,74,80,69,10,9,14,2117,440
299,68,44,81,68,38,12,14,6,1863,393
348,77,61,69,77,64,10,13,7,2048,434
316,62,56,61,81,56,16,15,7,2031,426
392,64,82,90,75,81,11,6,5,1879,378
333,77,57,64,75,60,8,13,13,2047,433
366,56,85,73,72,80,8,14,11,1875,397
360,79,70,56,84,71,14,5,8,1900,373
360,80,74,48,82,76,8,6,8,1923,390
340,72,55,63,84,66,2,2,2,2065,428
100,20,10,15,43,12,72,81,79,1403,439
373,69,80,67,79,78,8,8,6,2015,424
301,77,49,67,69,39,7,14,14,1982,437
287,47,47,80,63,50,5,12,5,1775,389
378,78,74,70,81,75,8,10,12,2018,405
84,11,10,15,36,12,77,77,84,1195,426
279,52,37,79,76,35,9,11,7,1788,379
97,15,18,14,36,14,73,79,80,1274,438
87,11,14,15,35,12,77,78,80,1190,439
306,68,42,66,79,51,8,5,5,1948,405
93,15,12,19,31,16,75,79,83,1242,432
68,11,14,13,19,11,80,80,78,1287,440
352,89,64,41,78,80,10,5,15,1928,396
291,83,37,43,78,50,16,12,15,1979,411
370,72,78,66,78,76,11,10,9,1972,416
316,64,70,45,73,64,14,8,13,1924,413
344,42,79,73,74,76,8,10,9,1893,401
340,80,54,70,75,61,12,6,13,2052,439
345,69,73,66,71,66,6,15,7,1911,412
294,55,51,76,68,44,13,8,10,1812,387
339,66,60,64,83,66,15,11,11,2057,435
352,76,69,60,76,71,8,8,7,2067,444
321,75,57,68,77,44,9,10,13,2012,435
283,39,54,77,80,33,13,7,15,1847,408
75,10,5,8,44,8,65,76,79,1171,430
77,13,7,11,40,6,81,79,80,1184,446
325,70,52,73,78,52,13,14,8,2036,431
341,81,68,59,76,57,14,12,14,1977,418
352,41,83,73,74,81,13,15,6,1873,401
361,75,75,68,75,68,6,15,9,1938,422
268,50,28,79,77,34,13,13,9,1771,386
331,67,75,50,71,68,13,14,14,1905,416
219,29,16,78,75,21,15,6,11,1536,341
356,76,62,73,81,64,14,12,10,2109,434
370,75,82,64,74,75,13,13,11,1967,416
333,77,71,42,80,63,13,15,8,1934,420
247,38,29,77,75,28,9,9,15,1725,391
354,69,76,64,79,66,12,8,11,2089,446
300,75,48,45,83,49,8,11,13,2039,420
328,70,66,42,79,71,7,5,10,1839,393
95,13,6,13,54,9,70,75,82,1234,428
336,72,70,50,76,68,8,9,7,1911,419
372,59,86,91,66,70,6,12,16,1831,392
353,83,71,58,72,69,7,9,8,1878,400
269,54,30,80,78,27,14,14,13,1634,354
375,64,79,80,78,74,8,9,14,1900,402
250,38,31,80,73,28,13,10,7,1670,362
358,66,82,67,69,74,9,10,14,1901,413
358,50,82,81,69,76,8,13,13,1771,384
295,69,41,71,75,39,11,5,6,1991,431
337,72,70,43,77,75,13,13,12,1991,427
349,72,66,64,79,68,6,13,14,2164,460
349,82,74,49,79,65,6,6,9,1883,403
344,65,63,80,75,61,11,10,15,2057,425
332,68,75,44,69,76,7,6,9,1844,408
357,50,83,81,69,74,7,14,13,1939,405
332,63,70,46,85,68,14,9,11,1914,409
317,75,69,34,78,61,10,16,7,1896,416
328,86,73,20,85,64,10,7,9,1824,387
352,76,69,60,76,71,8,8,7,2078,444
261,65,21,78,71,26,8,13,10,1676,369
294,55,51,76,68,44,13,8,10,1814,382
315,76,50,60,73,56,16,7,15,1962,431
355,76,54,77,77,71,8,8,10,2101,439
284,68,43,62,66,45,12,10,15,1908,420
348,78,72,60,80,58,12,9,10,2065,440
352,63,78,71,76,64,7,7,12,1950,428
289,44,38,76,77,54,8,7,7,1830,384
337,75,60,71,75,56,11,14,12,2067,438
325,68,58,61,85,53,7,14,7,1913,411
298,66,59,42,74,57,8,7,15,1852,391
288,77,52,59,73,27,8,12,13,2029,444
352,70,74,65,75,68,13,6,12,1978,423
302,69,38,78,78,39,7,7,8,1895,414
100,15,17,19,29,20,70,77,82,1212,427
340,66,73,61,72,68,15,8,9,1958,413
91,12,13,21,28,17,73,77,84,1155,415
361,68,82,71,70,70,10,7,10,1985,428
311,75,49,60,75,52,16,10,13,1966,425
354,51,84,80,64,75,10,6,13,1822,389
372,74,82,74,69,73,12,8,14,1878,401
107,30,11,16,32,18,76,77,79,1349,445
356,80,64,76,78,58,8,14,15,2035,448
333,80,69,44,77,63,13,13,9,1975,423
346,39,81,79,68,79,5,15,5,1805,390
337,72,54,68,79,64,11,10,15,1983,416
281,65,30,79,77,30,10,12,9,1785,395
358,68,76,71,72,71,13,12,7,1941,410
369,69,82,73,72,73,14,11,8,2082,437
294,43,51,85,74,41,12,9,12,1748,382
264,34,36,80,63,51,6,9,5,1617,357
357,73,73,65,75,71,9,10,13,1895,400
313,73,65,48,72,55,9,11,10,2013,425
322,78,76,38,74,56,12,12,11,1851,393
285,68,35,82,70,30,13,10,10,1792,385
310,80,49,65,70,46,15,10,10,1984,418
304,68,64,45,84,43,16,13,14,1971,414
290,74,34,67,75,40,15,7,14,1940,414
352,81,59,69,74,69,8,6,11,2040,434
301,58,48,66,80,49,12,16,10,1939,407
311,69,40,71,78,53,8,14,10,2026,437
294,44,45,82,73,50,7,8,8,1730,369
361,80,71,63,79,68,15,11,15,2134,442
342,68,77,67,80,50,16,7,14,2121,452
324,62,66,58,84,54,12,15,13,1976,433
339,73,60,70,81,55,13,15,9,2051,439
371,75,66,79,80,71,14,14,6,2115,449
283,71,35,76,71,30,7,6,12,1757,387
337,78,65,56,78,60,6,8,14,2062,432
308,75,43,63,64,63,11,14,8,1990,416
337,64,54,73,78,68,8,7,9,1950,414
352,86,70,47,76,73,8,8,14,1942,405
356,54,81,69,74,78,6,16,16,1894,408
302,74,47,66,75,40,14,9,11,1885,416
375,76,75,70,77,77,12,8,6,2051,421
337,79,76,51,74,57,10,13,10,1982,422
359,50,81,74,75,79,13,7,14,1883,395
349,55,79,72,67,76,13,7,8,1965,422
282,53,36,74,77,42,13,6,9,1908,419
345,48,84,80,63,70,14,9,13,1827,394
341,62,72,70,82,55,5,13,10,2083,449
78,11,11,12,31,13,80,79,78,1216,430
338,74,57,74,78,55,16,7,9,2021,441
302,60,46,61,77,58,9,6,8,1852,393
365,68,82,74,66,75,11,8,12,1921,406
304,74,46,71,72,41,11,10,9,1956,417
309,54,52,77,79,47,6,11,7,1933,412
365,70,68,76,81,70,3,3,5,1999,427
351,68,72,66,77,68,12,15,14,2065,448
377,68,76,85,73,75,15,14,8,1980,430
301,60,50,81,70,40,8,14,11,1810,391
95,20,11,16,32,16,76,78,78,1205,423
368,74,73,69,75,77,8,8,12,2011,417
362,75,75,62,76,74,11,7,7,1947,408
355,72,68,74,78,63,12,7,8,2041,419
294,78,33,68,74,41,5,5,3,1915,411
373,67,74,76,79,77,9,6,9,1923,406
305,57,40,79,80,49,12,10,8,1786,384
322,78,66,41,82,55,15,10,10,2081,434
339,72,65,59,75,68,13,10,12,1893,393
348,76,66,75,71,60,14,10,7,2038,438
342,75,71,49,79,68,10,7,7,2010,423
329,74,69,41,76,69,11,15,8,1948,409
273,32,43,76,72,50,9,8,6,1761,381
360,65,81,75,62,77,16,7,15,1857,395
331,77,53,70,74,57,7,14,15,2036,435
98,14,18,14,38,14,78,76,81,1263,443
122,22,16,26,45,13,78,77,77,1401,448
364,79,72,67,77,69,11,6,16,2116,434
289,70,40,83,67,29,14,10,6,1856,391
336,72,71,41,81,71,12,12,15,2022,418
327,80,60,69,76,42,9,12,7,2060,440
394,74,80,78,83,79,9,15,11,1997,414
340,75,69,47,74,75,9,7,13,1980,422
371,75,75,71,77,73,12,10,13,2065,440
320,75,51,71,69,54,12,6,6,1997,432
325,64,52,83,75,51,6,13,9,1973,413
277,30,49,81,65,52,10,11,11,1799,376
90,13,15,15,36,11,75,77,80,1244,431
325,72,65,41,79,68,9,14,13,2016,427
281,70,26,57,80,48,14,12,9,1953,395
304,59,44,75,69,57,10,15,6,1766,377
244,32,37,76,75,24,9,12,6,1774,382
355,78,76,54,77,70,8,8,7,1902,395
285,65,41,79,64,36,10,9,8,1804,390
346,67,69,65,83,62,12,6,10,2010,431
343,79,66,65,77,56,12,9,11,2020,440
308,74,70,33,76,55,16,6,10,1827,391
332,73,58,58,83,60,11,13,13,2051,441
270,78,28,65,71,28,7,9,15,1848,393
89,17,12,16,32,12,74,78,79,1304,441
328,78,59,59,75,57,13,15,9,2053,440
345,82,60,66,78,59,12,15,14,2057,441
359,67,79,69,72,72,4,4,4,1869,410
331,75,55,63,77,61,7,10,16,2068,439
263,39,35,83,63,43,7,6,11,1600,344
369,38,84,92,73,82,15,11,8,1774,380
298,82,48,60,69,39,9,8,14,1958,431
314,77,50,68,76,43,15,10,15,1987,425
89,13,11,13,39,13,72,78,80,1231,424
353,75,72,63,73,70,12,10,13,1866,403
362,54,81,78,75,74,9,10,12,1913,403
282,53,48,44,82,55,12,15,12,1914,412
314,67,55,70,71,51,12,6,13,1930,410
355,69,77,54,78,77,7,7,15,1997,429
351,82,57,65,79,68,11,8,8,2091,445
370,65,82,77,70,76,15,6,15,1993,420
375,75,75,84,75,66,8,14,10,2110,450
375,80,69,64,84,78,11,11,10,2067,426
112,12,27,18,29,26,63,79,80,1203,422
265,43,49,74,70,29,13,9,10,1692,361
375,61,84,76,69,85,11,6,11,1950,404
274,40,48,82,64,40,13,10,15,1666,360
346,82,58,64,76,66,14,14,11,2128,439
72,14,13,14,16,15,83,77,74,1268,435
270,78,43,56,69,24,8,7,15,1862,409
352,46,79,86,67,74,16,7,16,1903,392
367,68,79,74,75,71,14,8,8,2004,423
318,53,58,81,75,51,15,10,6,1881,393
327,76,59,62,73,57,10,6,8,2019,444
332,81,55,60,80,56,13,7,8,2073,423
361,61,81,78,70,71,8,10,6,1917,413
337,74,70,52,80,61,6,7,15,1889,387
385,72,76,74,80,83,15,16,6,2109,438
359,80,66,70,78,65,14,10,5,2126,455
90,10,17,13,35,15,65,79,77,1216,421
364,75,69,69,76,75,14,12,9,2044,427
383,75,76,80,77,75,11,13,8,2070,430
321,73,58,51,81,58,11,12,14,2055,433
276,55,40,76,69,36,12,6,12,1861,392
309,52,49,83,76,49,14,10,15,1946,418
319,77,56,77,74,35,10,13,12,1936,414
329,58,57,75,72,67,9,13,16,1999,405
357,69,69,72,78,69,11,14,12,2015,419
364,59,76,75,79,75,7,8,10,1968,419
373,78,76,71,76,72,13,8,10,1980,413
361,79,73,55,79,75,14,4,14,2046,432
353,77,63,74,77,62,7,15,10,2068,430
373,71,83,67,76,76,3,2,4,1962,423
343,79,56,69,77,62,16,9,9,2071,432
351,80,61,50,83,77,13,6,9,2079,432
377,49,84,83,80,81,8,13,14,1780,370
90,17,13,12,35,13,68,76,79,1330,434
258,36,40,80,68,34,16,10,6,1612,338
343,74,64,55,81,69,10,11,10,2107,434
353,76,67,70,76,64,8,16,16,2090,442
376,66,81,79,76,74,11,13,6,2017,418
356,74,74,57,80,71,7,7,8,1915,389
90,13,15,14,29,19,75,77,71,1264,413
320,79,60,66,75,40,15,10,15,1948,429
358,75,72,60,78,73,3,4,8,2030,430
349,76,66,71,75,61,7,9,15,2050,433
270,43,50,65,77,35,8,8,12,1872,405
341,74,75,46,76,70,9,15,7,1957,408
304,68,45,59,80,52,6,9,13,1957,426
348,68,66,65,80,69,13,13,14,2026,427
89,12,14,13,32,18,71,75,80,1201,427
341,83,73,44,76,65,14,12,10,1986,411
337,66,64,68,79,60,12,12,10,2133,455
297,69,37,76,75,40,9,8,16,1872,404
307,72,61,55,72,47,16,9,13,1999,439
229,32,28,79,69,21,13,14,12,1607,333
338,79,69,44,80,66,14,12,10,2003,420
304,66,68,41,70,59,13,11,15,1870,406
391,73,80,75,80,83,13,8,7,2075,421
358,69,78,61,75,75,10,11,15,1920,415
355,65,78,69,70,73,9,15,8,1811,388
351,76,68,62,76,69,9,16,8,2116,444
311,74,50,56,70,61,11,13,10,2003,423
344,74,73,45,75,77,15,13,8,1911,392
333,67,69,46,81,70,11,9,11,2019,419
321,63,50,77,80,51,8,7,14,1919,419
96,12,11,11,46,16,76,77,79,1281,422
322,73,48,73,71,57,15,13,15,1996,412
347,72,57,68,82,68,15,8,16,2065,438
109,18,13,39,24,15,64,74,80,1143,397
359,78,66,72,75,68,7,10,10,2078,453
309,71,56,62,75,45,8,7,7,2004,430
345,80,60,56,80,69,7,7,12,2049,410
252,45,26,78,63,40,9,11,8,1717,362
103,35,15,13,23,17,78,73,79,1281,430
340,73,62,59,80,66,13,12,10,2082,430
332,78,55,63,75,61,10,7,7,2013,439
345,78,66,57,77,67,14,7,10,2084,441
388,70,78,81,79,80,8,14,6,1898,397
365,59,76,82,73,75,7,5,14,1890,395
334,71,70,61,67,65,7,11,8,1969,421
231,30,26,77,70,28,9,13,12,1692,367
332,66,75,50,71,70,8,15,14,1944,411
301,65,53,66,70,47,14,9,11,2071,449
100,18,19,14,29,20,72,74,78,1245,433
356,60,78,80,68,70,13,13,7,1942,416
76,14,11,15,25,11,44,77,78,1142,399
363,61,79,73,74,76,7,8,14,1928,406
368,77,78,73,75,65,14,12,9,1950,419
250,53,22,71,72,32,13,10,9,1708,379
353,79,58,69,80,67,11,14,15,2077,434
371,71,78,75,74,73,7,16,8,1987,422
125,24,17,24,45,15,73,75,79,1347,429
340,69,75,57,70,69,9,6,11,1885,402
95,13,16,19,29,18,73,74,80,1183,432
382,72,77,74,80,79,5,9,10,1909,394
253,51,25,79,68,30,5,4,4,1680,363
339,70,67,60,77,65,16,14,14,2095,424
349,47,64,82,81,75,10,8,16,1909,404
102,15,19,17,37,14,73,79,81,1216,419
86,12,20,12,22,20,65,77,79,1230,435
372,66,80,79,72,75,11,10,10,1959,408
340,78,68,42,78,74,7,15,9,2005,414
358,70,69,74,77,68,5,6,7,2048,433
328,69,62,66,76,55,14,7,11,2017,430
365,69,77,75,74,70,16,11,15,1862,403
239,26,35,77,73,28,10,6,5,1731,390
343,69,67,68,79,60,11,6,7,2000,418
345,82,72,39,77,75,11,14,13,2092,433
90,19,13,14,30,14,60,73,79,1219,416
312,64,53,74,70,51,12,9,14,1902,412
227,29,35,75,65,23,11,11,10,1563,349
329,69,66,61,73,60,7,8,6,2094,443
356,65,77,68,73,73,11,12,7,1962,424
350,76,58,74,73,69,8,13,10,2026,424
290,76,28,75,77,34,14,11,9,1804,381
332,69,61,65,81,56,13,12,12,1968,432
263,49,25,80,73,36,12,16,11,1699,355
309,71,56,62,75,45,8,7,7,2009,433
241,36,30,74,70,31,11,12,12,1719,382
368,60,82,78,74,74,9,11,7,1829,387
341,72,73,60,72,64,8,9,8,1962,416
323,65,64,64,75,55,8,12,14,2012,427
368,77,72,67,79,73,9,14,13,2063,433
366,74,70,67,83,72,14,8,11,2039,421
330,79,50,62,73,66,16,8,8,2017,425
257,42,40,79,76,20,6,11,9,1638,363
333,73,68,46,77,69,6,14,16,2018,421
68,10,9,10,29,10,75,77,78,1140,425
80,10,14,21,25,10,65,73,79,1293,427
382,73,78,68,82,81,13,9,7,1976,419
254,38,40,84,62,30,16,8,12,1645,345
363,66,80,71,70,76,13,16,8,1942,412
331,74,53,60,73,71,14,8,7,2053,439
310,66,76,54,65,49,15,10,13,1822,406
343,71,62,73,77,60,8,14,14,2032,423
381,72,77,78,78,76,6,15,11,1933,400
321,74,70,54,79,44,10,10,5,1958,434
326,63,59,74,75,55,8,7,12,2005,421
95,16,16,27,23,13,69,75,78,1286,415
325,77,59,62,73,54,11,16,8,1995,420
363,80,70,64,77,72,14,10,8,2061,429
298,68,65,37,73,55,15,15,6,1802,384
293,51,50,75,75,42,15,12,7,1812,385
363,82,61,67,83,70,9,8,15,2049,410
360,74,67,64,82,73,13,7,6,2074,434
346,76,61,55,85,69,7,10,12,2076,433
106,23,12,14,49,8,84,77,80,1460,461
314,75,63,46,78,52,12,14,15,1892,401
256,58,43,64,65,26,13,12,12,1927,419
298,72,49,71,68,38,12,13,15,1901,413
348,72,69,69,73,65,7,13,9,2000,416
326,67,60,59,80,60,12,13,8,2090,440
353,70,79,67,73,64,6,9,8,1915,414
338,71,78,64,72,53,14,10,7,1932,411
259,46,34,84,67,28,11,15,10,1676,345
364,59,83,71,69,82,15,14,8,1917,405
325,68,74,49,71,63,7,10,6,1969,432
273,28,56,82,60,47,9,5,12,1699,358
342,77,70,48,75,72,11,11,13,1960,411
360,72,77,71,73,67,12,11,15,1979,424
319,62,43,84,75,55,14,9,10,1841,384
320,74,57,64,70,55,6,9,8,1999,440
89,11,17,16,33,12,64,75,81,1256,429
365,66,79,76,68,76,14,7,16,1961,412
362,68,80,77,70,67,15,12,13,1947,408
335,73,66,52,81,63,14,6,8,1969,410
329,73,60,60,80,56,14,11,6,2053,428
344,78,65,65,77,59,11,11,12,2093,438
345,77,74,50,80,64,10,7,14,2016,428
361,74,71,67,77,72,8,13,9,2070,431
335,75,70,51,74,65,12,13,8,2021,438
345,34,80,84,69,78,14,12,7,1860,386
306,70,50,74,74,38,6,9,11,1853,403
351,76,69,60,80,66,13,7,9,2007,429
335,64,75,48,74,74,8,10,16,1906,416
363,75,70,66,76,76,9,13,12,1950,406
347,69,71,63,79,65,8,9,6,2064,444
333,76,58,64,76,59,13,9,10,1953,419
85,17,14,11,28,15,77,74,80,1229,429
270,44,41,86,64,35,12,11,14,1550,333
358,60,78,75,68,77,8,5,8,1822,380
74,10,13,10,26,15,73,75,78,1109,412
323,69,71,44,69,70,9,7,6,1868,407
360,73,66,74,80,67,9,12,13,2128,439
356,68,68,75,76,69,9,15,8,2133,442
87,15,15,14,27,16,81,80,82,1307,444
363,63,81,72,76,71,11,7,7,1824,399
323,74,68,60,73,48,5,6,9,2034,443
271,45,35,77,77,37,11,11,7,1783,379
314,65,69,57,78,45,16,16,15,2043,443
308,78,60,43,78,49,10,9,8,1983,433
329,68,63,52,80,66,6,14,6,1958,401
310,72,65,42,80,51,12,14,11,1788,393
282,73,50,55,71,33,6,10,15,1874,410
359,73,75,67,80,64,8,11,14,2173,455
328,74,65,36,80,73,4,4,6,1988,429
228,28,25,76,75,24,15,16,9,1650,348
328,70,55,65,80,58,6,16,12,2073,447
344,75,72,58,67,72,12,13,9,1908,413
332,75,59,60,73,65,12,11,9,2030,432
271,44,37,80,71,39,14,6,6,1733,376
328,75,53,64,77,59,6,12,8,2075,438
375,79,70,70,80,76,10,7,7,2127,436
359,77,69,66,79,68,13,10,12,2045,421
354,73,66,67,82,66,15,8,16,2038,419
364,67,82,74,70,71,9,11,12,1913,400
333,80,58,58,74,63,7,10,8,2077,438
323,66,68,40,73,76,10,8,6,1912,398
268,41,53,65,78,31,6,5,6,1784,392
350,70,76,65,72,67,8,10,12,1940,406
321,64,71,46,77,63,10,13,6,1832,386
289,56,37,75,67,54,8,11,14,1829,391
364,74,76,69,75,70,14,8,16,1938,412
380,64,76,79,83,78,9,14,10,1967,423
326,78,69,40,77,62,10,10,10,1925,408
326,68,71,62,69,56,11,11,12,1961,427
348,74,71,61,78,64,15,9,13,2050,428
301,63,39,69,80,50,10,9,14,1903,398
314,53,63,79,69,50,9,12,9,1961,427
363,75,74,72,73,69,5,12,15,1991,419
371,56,78,81,78,78,8,13,13,1810,387
316,73,68,44,73,58,11,15,9,1908,416
366,65,80,77,72,72,7,13,14,1886,404
233,45,22,79,59,28,5,11,15,1562,345
308,60,45,79,73,51,11,12,13,1820,367
354,77,72,57,77,71,16,13,11,1999,413
345,77,74,49,77,68,8,6,13,2041,431
337,83,59,67,75,53,16,7,10,2065,440
334,73,68,52,75,66,9,13,6,1899,407
342,78,72,59,73,60,9,14,16,1923,411
322,79,54,65,76,48,9,9,12,2024,420
361,64,82,78,65,72,9,12,11,1856,379
344,69,74,54,79,68,11,13,13,2036,428
284,64,37,76,75,32,14,10,12,1870,404
335,73,74,51,82,55,12,13,15,2075,438
350,77,67,67,78,61,14,8,12,2088,447
334,61,69,74,82,48,13,14,11,2047,437
359,52,77,79,71,80,9,7,9,1983,420
276,54,37,77,69,39,6,6,14,1762,366
347,76,73,49,77,72,9,14,9,1950,408
329,75,60,60,75,59,9,8,12,2087,432
93,18,13,16,30,16,71,80,77,1203,424
345,50,79,80,66,70,6,8,15,2003,417
294,69,42,74,73,36,11,6,10,1873,405
341,70,60,69,82,60,8,7,7,2084,448
320,58,59,73,80,50,9,8,11,2033,444
362,78,67,60,87,70,10,8,7,1965,399
322,68,60,55,80,59,6,14,7,1985,420
334,29,78,80,70,77,6,7,13,1787,379
338,74,50,54,82,78,7,12,7,2010,408
224,44,19,76,65,20,16,7,9,1594,349
286,69,68,32,80,37,7,11,9,1988,430
124,20,15,15,59,15,84,77,76,1543,444
293,66,59,42,82,44,11,10,8,1922,408
274,78,37,53,77,29,6,14,14,1989,419
323,69,54,70,77,53,16,6,6,1971,404
292,74,37,65,74,42,9,10,7,1887,408
319,66,56,65,76,56,11,7,9,2050,432
327,76,59,63,72,57,12,14,12,2036,435
362,66,81,79,67,69,8,15,8,1893,407
371,64,75,75,76,81,13,16,10,2062,432
215,25,25,75,68,22,13,10,10,1694,374
320,72,52,68,73,55,9,10,15,1947,415
346,73,71,57,71,74,9,15,8,1942,413
307,64,62,59,78,44,6,6,5,1942,418
246,46,23,79,65,33,7,10,15,1607,352
354,74,71,65,73,71,10,8,16,1950,413
357,67,65,78,77,70,10,13,7,2067,439
363,71,75,69,77,71,9,7,9,2160,449
350,80,78,52,77,63,15,8,14,2079,433
310,50,54,57,82,67,12,16,16,1924,395
359,48,83,82,69,77,7,15,15,1805,375
351,76,72,53,81,69,14,13,7,1898,397
284,45,50,72,77,40,11,15,15,1904,403
344,74,73,45,75,77,15,13,8,1906,392
323,68,69,40,79,67,15,7,8,1971,414
338,52,68,75,76,67,16,9,8,2076,442
320,65,68,57,80,50,14,5,15,2078,451
389,68,77,84,77,83,12,15,15,2120,440
306,72,47,60,73,54,11,16,8,2003,420
257,46,30,77,72,32,11,15,13,1795,372
258,64,23,77,67,27,10,15,16,1743,360
305,72,51,66,77,39,15,10,13,1920,412
348,52,77,70,74,75,11,11,11,1845,395
376,79,77,69,77,74,6,5,14,1958,412
354,78,65,62,75,74,15,16,15,2081,429
261,53,32,78,73,25,11,7,8,1724,384
291,59,44,64,75,49,15,12,9,1919,406
348,77,72,54,80,65,16,7,7,1940,409
312,78,59,61,74,40,9,10,11,2036,437
357,84,72,58,74,69,14,7,8,2030,428
374,67,80,78,74,75,11,16,9,1902,401
283,50,31,68,76,58,9,6,6,1915,401
94,15,13,14,32,20,70,76,80,1299,429
288,71,34,73,75,35,9,10,11,1875,405
332,68,66,63,76,59,7,12,11,2003,424
312,68,53,71,74,46,7,10,10,2087,448
317,81,48,69,73,46,7,13,11,1996,433
258,47,20,84,62,45,7,8,16,1659,351
347,78,67,44,79,79,7,13,6,2111,442
315,77,49,73,73,43,14,13,8,1972,421
339,68,77,54,74,66,14,11,12,1839,398
316,75,45,71,72,53,15,11,10,2001,423
332,74,68,63,79,48,8,12,12,2024,441
110,12,13,18,56,11,84,75,77,1471,445
328,78,55,68,76,51,10,12,14,2015,429
294,63,37,75,67,52,6,7,6,1793,389
346,74,72,53,72,75,9,16,9,2017,425
257,37,30,75,67,48,6,14,9,1682,367
324,67,56,67,79,55,6,13,11,2043,434
312,73,57,58,75,49,15,6,13,1992,435
246,44,28,78,66,30,16,16,8,1837,379
316,67,65,53,78,53,7,9,12,1920,416
329,74,72,47,72,64,8,11,11,1863,393
254,46,20,80,72,36,13,13,8,1660,369
357,80,71,63,76,67,13,6,14,2114,438
364,73,70,61,82,78,6,10,12,1923,394
245,42,29,77,69,28,11,6,9,1667,368
345,45,77,82,65,76,16,10,14,1889,402
317,55,53,75,78,56,7,11,15,1871,398
294,81,40,60,73,40,8,11,14,1886,399
214,27,21,76,65,25,14,8,5,1616,369
299,73,47,56,72,51,8,15,9,1923,421
337,37,83,68,70,79,16,15,11,1828,378
291,77,50,54,70,40,8,13,10,2013,433
261,51,30,69,76,35,8,16,12,1804,382
344,51,76,73,74,70,12,15,12,1839,395
368,58,81,82,64,83,15,13,7,1811,375
354,67,77,80,70,60,14,6,10,1919,411
242,30,38,82,64,28,16,10,9,1616,343
337,62,78,55,75,67,10,16,13,2055,445
300,60,58,44,76,62,9,15,15,1800,379
90,20,16,14,24,16,73,73,76,1226,422
314,62,66,58,78,50,9,11,10,2003,439
93,13,18,18,32,12,68,76,78,1263,415
356,80,77,54,76,69,11,11,6,1950,414
297,42,68,71,76,40,12,15,14,1905,416
289,47,49,76,65,52,6,14,16,1768,383
350,57,77,77,66,73,13,14,12,1934,414
362,60,76,75,79,72,8,15,7,1870,395
328,67,72,55,74,60,15,14,13,1928,412
290,72,30,64,73,51,16,13,15,1936,402
365,58,76,83,70,78,12,7,9,1816,380
325,68,50,70,77,60,7,6,7,1944,410
360,63,79,80,67,71,10,13,9,1828,384
363,84,67,62,74,76,10,7,13,2163,448
351,72,70,58,78,73,9,9,7,2050,440
354,60,78,76,69,71,15,14,12,1876,390
